City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,paradip garh,20.3167,86.6167,85.53,52,41,9.35,IN,1713978892
1,inverloch,-38.6333,145.7167,56.3,80,77,16.91,AU,1713978894
2,isangel,-19.55,169.2667,79.14,89,88,5.95,VU,1713978895
3,laredo,27.5064,-99.5075,80.89,69,100,11.5,US,1713978671
4,thompson,55.7435,-97.8558,41.16,36,20,3.44,CA,1713978854
5,klyuchi,52.2667,79.1667,31.96,39,4,13.71,RU,1713978895
6,invercargill,-46.4,168.35,56.01,64,96,10.0,NZ,1713978895
7,bethel,41.3712,-73.414,68.9,44,75,9.22,US,1713978895
8,ushuaia,-54.8,-68.3,51.46,54,20,9.22,AR,1713978625
9,waitangi,-43.9535,-176.5597,57.06,85,24,9.4,NZ,1713978613
10,lebu,-37.6167,-73.65,58.95,63,99,16.71,CL,1713978896
11,carbonear,47.7332,-53.2148,43.14,94,100,13.98,CA,1713978896
12,blackmans bay,-43.0167,147.3167,50.74,69,100,1.99,AU,1713978614
13,albany,42.6001,-73.9662,56.68,80,87,4.0,US,1713978898
14,port-aux-francais,-49.35,70.2167,39.83,63,71,21.07,TF,1713978898
15,edinburgh of the seven seas,-37.0676,-12.3116,60.58,63,15,7.63,SH,1713978620
16,stanley,54.868,-1.6985,47.52,58,20,3.44,GB,1713978899
17,iskateley,67.6803,53.1512,20.01,82,7,13.0,RU,1713978899
18,jackson,42.4165,-122.8345,58.71,58,0,4.61,US,1713978898
19,margaret river,-33.95,115.0667,57.24,65,100,13.2,AU,1713978651
20,holualoa,19.6228,-155.9522,71.44,88,40,6.91,US,1713978900
21,taro,-8.3862,115.28,75.2,100,100,2.21,ID,1713978901
22,remire-montjoly,4.9167,-52.2667,87.84,62,75,13.8,GF,1713978902
23,bilibino,68.0546,166.4372,-13.77,98,52,4.97,RU,1713978653
24,ad dabbah,18.05,30.95,96.64,10,1,8.03,SD,1713978902
25,grytviken,-54.2811,-36.5092,29.07,80,54,14.43,GS,1713978619
26,hawaiian paradise park,19.5933,-154.9731,68.9,83,100,6.91,US,1713978902
27,pielavesi,63.2333,26.75,35.29,95,97,7.94,FI,1713978902
28,jamestown,42.097,-79.2353,46.53,100,100,10.36,US,1713978881
29,atafu village,-8.5421,-172.5159,84.09,76,60,7.76,TK,1713978614
30,gorontalo,0.5412,123.0595,75.58,97,100,2.68,ID,1713978905
31,ilulissat,69.2167,-51.1,51.82,40,75,20.71,GL,1713978905
32,flying fish cove,-10.4217,105.6791,80.28,89,100,6.91,CX,1713978905
33,rawson,-43.3002,-65.1023,62.87,28,37,26.46,AR,1713978756
34,mazamari,-11.3258,-74.5308,90.03,52,91,3.29,PE,1713978905
35,zahedan,29.4963,60.8629,59.7,66,62,13.09,IR,1713978905
36,puerto natales,-51.7236,-72.4875,45.05,87,75,2.3,CL,1713978906
37,avarua,-21.2078,-159.775,71.65,83,98,2.3,CK,1713978625
38,adamstown,-25.066,-130.1015,73.56,86,26,20.94,PN,1713978612
39,west island,-12.1568,96.8225,80.58,89,75,14.97,CC,1713978705
40,fort bragg,35.139,-79.006,77.2,41,0,9.22,US,1713978907
41,lamar,33.6668,-95.5836,75.88,80,75,4.61,US,1713978908
42,rouissat,31.9243,5.3502,75.27,15,0,10.36,DZ,1713978910
43,nova sintra,14.8667,-24.7167,73.83,75,29,10.36,CV,1713978912
44,cidreira,-30.1811,-50.2056,73.29,53,62,11.86,BR,1713978840
45,ta`u,-14.2336,-169.5144,83.75,73,19,13.49,AS,1713978913
46,puerto deseado,-47.7503,-65.8938,54.82,47,100,28.88,AR,1713978791
47,whitehorse,60.7161,-135.0538,41.09,74,98,3.0,CA,1713978666
48,isafjordur,66.0755,-23.124,46.44,71,100,0.0,IS,1713978674
49,papatowai,-46.5619,169.4708,50.23,82,100,7.02,NZ,1713978915
50,thulamahashi,-24.7246,31.1994,74.79,57,2,1.9,ZA,1713978915
51,buon ma thuot,12.6667,108.05,80.17,66,100,4.03,VN,1713978915
52,fortuna,40.5982,-124.1573,55.98,87,100,1.01,US,1713978771
53,mili,6.0815,171.735,81.72,84,84,19.95,MH,1713978739
54,afaahiti,-17.75,-149.2833,80.47,81,57,8.61,PF,1713978915
55,el calafate,-50.3408,-72.2768,40.37,70,99,1.9,AR,1713978662
56,yellowknife,62.456,-114.3525,40.41,68,75,10.36,CA,1713978916
57,ulaangom,49.9811,92.0667,34.83,50,77,14.65,MN,1713978916
58,abepura,-2.6333,140.5833,77.81,94,20,1.14,ID,1713978916
59,champerico,14.3,-91.9167,91.94,68,56,10.38,GT,1713978916
60,matadi,-5.8167,13.45,77.56,93,100,3.18,CD,1713978916
61,la passe,45.5549,-0.8967,59.23,70,23,13.85,FR,1713978916
62,cill airne,52.05,-9.5167,53.65,66,75,8.05,IE,1713978916
63,acapulco de juarez,16.8634,-99.8901,85.82,54,0,5.75,MX,1713978916
64,penzance,50.1186,-5.5371,52.92,71,40,12.66,GB,1713978917
65,halifax,44.6453,-63.5724,59.45,70,90,4.0,CA,1713978655
66,pingxiang,27.6167,113.85,68.22,89,100,3.18,CN,1713978917
67,badger,64.8,-147.5333,44.51,53,0,9.22,US,1713978650
68,guerrero negro,27.9769,-114.0611,64.13,65,95,14.61,MX,1713978917
69,kangding,30.0513,101.9603,44.71,99,100,2.98,CN,1713978917
70,kendari,-3.945,122.4989,76.48,96,92,2.15,ID,1713978917
71,usinsk,65.9939,57.5281,18.07,90,43,5.01,RU,1713978832
72,puerto ayora,-0.7393,-90.3518,85.96,75,49,7.56,EC,1713978918
73,cananeia,-25.0147,-47.9267,76.05,88,38,7.45,BR,1713978918
74,tiksi,71.6872,128.8694,8.06,93,99,8.77,RU,1713978918
75,qaqortoq,60.7167,-46.0333,33.08,92,76,3.87,GL,1713978673
76,sorong,-0.8833,131.25,81.91,83,91,12.5,ID,1713978918
77,nema,57.5067,50.5011,49.28,81,43,7.9,RU,1713978916
78,georgetown,5.4112,100.3354,84.13,84,20,8.05,MY,1713978843
79,lospalos,-8.5186,127.0025,71.92,94,22,2.93,TL,1713978652
80,olonkinbyen,70.9221,-8.7187,27.46,84,35,6.58,SJ,1713978919
81,saipan,15.1355,145.701,81.3,74,40,11.5,MP,1713978919
82,port mathurin,-19.6833,63.4167,80.58,74,73,19.57,MU,1713978919
83,sisimiut,66.9395,-53.6735,33.46,99,100,9.95,GL,1713978749
84,vadso,70.0744,29.7487,36.48,93,75,16.11,NO,1713978919
85,mount gambier,-37.8333,140.7667,52.59,84,32,5.91,AU,1713978637
86,hamada,34.8833,132.0833,56.05,89,12,9.44,JP,1713978920
87,suoyarvi,62.0833,32.35,32.05,93,85,4.59,RU,1713978920
88,kataba,13.9833,44.3833,65.28,58,80,4.61,YE,1713978920
89,garden acres,37.9638,-121.2294,62.29,62,100,9.22,US,1713978920
90,carroll,39.5501,-77.0164,70.92,44,75,17.27,US,1713978920
91,faaa,-17.55,-149.6,82.36,74,20,3.44,PF,1713978920
92,mount isa,-20.7333,139.5,76.77,44,100,12.66,AU,1713978920
93,bechar,31.6167,-2.2167,82.72,15,40,5.75,DZ,1713978921
94,karachi,24.9056,67.0822,80.42,74,20,5.75,PK,1713978921
95,carnarvon,-24.8667,113.6333,77.22,63,41,3.76,AU,1713978875
96,bredasdorp,-34.5322,20.0403,64.06,76,51,4.27,ZA,1713978921
97,chengde,40.9725,117.9361,53.53,67,0,1.7,CN,1713978921
98,pizarro,4.9533,-77.366,84.0,76,78,9.04,CO,1713978921
99,mercedes,-34.6515,-59.4307,60.84,47,1,2.98,AR,1713978921
100,petropavlovsk-kamchatsky,53.0452,158.6483,33.78,74,91,18.01,RU,1713978922
101,cabo san lucas,22.8909,-109.9124,89.91,43,0,4.61,MX,1713978683
102,lazaro cardenas,17.9583,-102.2,86.29,35,0,8.34,MX,1713978922
103,rapid city,44.0805,-103.231,65.26,38,0,19.57,US,1713978922
104,naze,28.3667,129.4833,64.81,78,89,7.83,JP,1713978924
105,crane,31.3974,-102.3501,80.17,45,39,15.73,US,1713978915
106,aleksandrovskoye,44.7142,43.0008,63.12,60,100,8.37,RU,1713978925
107,port alfred,-33.5906,26.891,64.18,95,78,5.01,ZA,1713978925
108,coahuayana de hidalgo,18.7,-103.6583,91.17,28,5,6.51,MX,1713978926
109,santyoku,37.4406,129.1708,51.58,84,0,6.73,KR,1713978929
110,dudinka,69.4058,86.1778,18.68,89,71,11.01,RU,1713978675
111,aripuana,-9.1667,-60.6333,87.76,66,69,2.62,BR,1713978798
112,fada,9.5667,8.3,93.56,23,97,2.62,NG,1713978931
113,hamilton,39.1834,-84.5333,64.92,64,75,13.8,US,1713978932
114,itoman,26.1247,127.6694,68.4,94,75,3.44,JP,1713978932
115,tongchuanshi,35.0806,109.0897,61.39,41,92,3.62,CN,1713978932
116,taiyuan,37.8694,112.5603,64.26,27,0,8.95,CN,1713978932
117,san patricio,28.017,-97.5169,82.49,66,54,14.54,US,1713978704
118,as sulayyil,20.4607,45.5779,88.05,14,1,5.21,SA,1713978865
119,tommot,58.9564,126.2925,30.56,98,98,4.05,RU,1713978728
120,ust'-ilimsk,58.0006,102.6619,25.45,96,96,3.0,RU,1713978934
121,tinajo,29.0788,-13.7081,74.28,50,0,19.57,ES,1713978934
122,puerto baquerizo moreno,-0.9,-89.6,85.19,70,20,12.66,EC,1713978934
123,nuku'alofa,-21.1333,-175.2,79.14,94,40,11.5,TO,1713978935
124,walvis bay,-22.9575,14.5053,65.07,70,16,20.11,NA,1713978936
125,dolores,-36.3132,-57.6792,62.26,54,0,8.99,AR,1713978703
126,fale old settlement,-9.3852,-171.2468,84.69,75,12,10.69,TK,1713978939
127,richards bay,-28.783,32.0377,71.94,81,37,7.74,ZA,1713978940
128,arkhipo-osipovka,44.37,38.52,69.64,44,100,7.58,RU,1713978940
129,koryazhma,61.3143,47.1691,38.91,99,100,3.87,RU,1713978941
130,uturoa,-16.7333,-151.4333,82.83,75,19,8.14,PF,1713978941
131,kirensk,57.7853,108.1119,35.96,80,100,7.0,RU,1713978942
132,queenstown,-31.8976,26.8753,60.26,45,91,4.14,ZA,1713978921
133,dakhla,23.6848,-15.958,69.82,83,12,19.57,EH,1713978943
134,al hufuf,25.3646,49.5653,86.34,13,0,5.75,SA,1713978945
135,novodvinsk,64.4165,40.8122,33.78,100,100,6.53,RU,1713978945
136,mishan,45.55,131.8833,43.86,96,98,1.7,CN,1713978945
137,lompoc,34.6391,-120.4579,59.85,64,100,9.22,US,1713978737
138,fillmore,43.6666,-92.1002,53.35,43,1,9.22,US,1713978945
139,aasiaat,68.7098,-52.8699,32.2,95,100,14.07,GL,1713978946
140,falenki,58.3613,51.5946,45.03,97,100,2.66,RU,1713978946
141,gladstone,-23.85,151.25,66.13,88,0,4.61,AU,1713978949
142,zhob,31.3411,69.4481,72.99,27,15,11.25,PK,1713978949
143,magadan,59.5667,150.8,31.53,98,100,3.91,RU,1713978949
144,selfoss,63.9331,-20.9971,53.04,70,87,8.16,IS,1713978949
145,iqaluit,63.7506,-68.5145,22.73,80,100,13.8,CA,1713978951
146,anadyr,64.75,177.4833,21.7,93,100,11.18,RU,1713978951
